CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;CO_PROVA;TP_LINGUA
125;LC;13064;A;26;0;;0.94;1.199;0.167;Cinza (Ledor);155;
125;LC;13476;B;27;0;;0.969;2.035;0.26;Amarelo;145;
126;LC;7179;D;23;0;;1.248;1.226;0.226;Cinza;146;
126;LC;7179;D;23;0;;1.248;1.226;0.226;Cinza (Ledor);155;
126;LC;7884;A;13;0;;2.006;0.688;0.17;Rosa;148;
126;LC;13273;D;15;0;;1.872;0.933;0.246;Amarelo;145;
126;LC;13273;D;15;0;;1.872;0.933;0.246;Azul;147;
127;LC;12235;C;14;0;;1.669;1.171;0.165;Rosa;148;
127;LC;12402;B;19;0;;1.972;2.078;0.302;Amarelo;145;
127;LC;12402;B;19;0;;1.972;2.078;0.302;Azul;147;
127;LC;13091;E;22;0;;2.838;1.048;0.07;Cinza;146;
127;LC;13091;E;22;0;;2.838;1.048;0.07;Cinza (Ledor);155;
128;LC;12096;A;27;0;;2.123;0.397;0.097;Amarelo;145;
128;LC;12096;A;27;0;;2.123;0.397;0.097;Azul;147;
128;LC;13476;B;27;0;;0.969;2.035;0.26;Rosa;148;
128;LC;15094;D;12;0;;1.9;1.439;0.29;Cinza;146;
128;LC;15094;D;12;0;;1.9;1.439;0.29;Cinza (Ledor);155;
129;LC;7179;D;23;0;;1.248;1.226;0.226;Amarelo;145;
129;LC;7179;D;23;0;;1.248;1.226;0.226;Azul;147;
129;LC;9628;A;23;0;;1.24;1.616;0.21;Rosa;148;
129;LC;10467;A;9;0;;1.46;1.422;0.198;Cinza;146;
129;LC;10467;A;9;0;;1.46;1.422;0.198;Cinza (Ledor);155;
130;LC;9267;A;17;0;;1.528;1.501;0.195;Cinza;146;
130;LC;9267;A;17;0;;1.528;1.501;0.195;Cinza (Ledor);155;
130;LC;10936;E;21;0;;0.814;1.947;0.292;Rosa;148;
130;LC;13091;E;22;0;;2.838;1.048;0.07;Amarelo;145;
130;LC;13091;E;22;0;;2.838;1.048;0.07;Azul;147;
131;LC;12213;A;16;0;;2.092;0.004;0.163;Rosa;148;
131;LC;13440;B;18;0;;1.719;1.669;0.211;Cinza;146;
131;LC;13440;B;18;0;;1.719;1.669;0.211;Cinza (Ledor);155;
131;LC;15094;D;12;0;;1.9;1.439;0.29;Amarelo;145;
131;LC;15094;D;12;0;;1.9;1.439;0.29;Azul;147;
132;LC;9628;A;23;0;;1.24;1.616;0.21;Azul;147;
132;LC;9628;A;23;0;;1.24;1.616;0.21;Cinza;146;
132;LC;9628;A;23;0;;1.24;1.616;0.21;Cinza (Ledor);155;
132;LC;9917;A;10;0;;2.024;-0.076;0.183;Amarelo;145;
132;LC;11131;D;15;0;;1.774;1.431;0.105;Rosa;148;
133;LC;7179;D;23;0;;1.248;1.226;0.226;Rosa;148;
133;LC;10936;E;21;0;;0.814;1.947;0.292;Azul;147;
133;LC;10936;E;21;0;;0.814;1.947;0.292;Cinza;146;
133;LC;10936;E;21;0;;0.814;1.947;0.292;Cinza (Ledor);155;
133;LC;13161;A;30;0;;1.873;0.255;0.146;Amarelo;145;
134;LC;10167;D;20;0;;1.339;0.003;0.153;Amarelo;145;
134;LC;12213;A;16;0;;2.092;0.004;0.163;Azul;147;
134;LC;12213;A;16;0;;2.092;0.004;0.163;Cinza;146;
134;LC;12213;A;16;0;;2.092;0.004;0.163;Cinza (Ledor);155;
134;LC;13091;E;22;0;;2.838;1.048;0.07;Rosa;148;
135;LC;11131;D;15;0;;1.774;1.431;0.105;Azul;147;
135;LC;11131;D;15;0;;1.774;1.431;0.105;Cinza;146;
135;LC;11131;D;15;0;;1.774;1.431;0.105;Cinza (Ledor);155;
135;LC;11849;A;25;0;;1.828;0.166;0.169;Amarelo;145;
135;LC;15094;D;12;0;;1.9;1.439;0.29;Rosa;148;
136;MT;8444;E;20;0;;1.135;-1.259;0.201;Cinza;150;
136;MT;8444;E;20;0;;1.135;-1.259;0.201;Cinza (Ledor);156;
136;MT;8930;C;5;0;;0.898;1.628;0.128;Rosa;152;
136;MT;10547;A;4;0;;2.346;1.071;0.107;Amarelo;149;
136;MT;15395;D;11;0;;1.799;2.214;0.182;Azul;151;
137;MT;10823;A;7;0;;1.483;-0.252;0.197;Cinza;150;
137;MT;11935;A;16;0;;3.061;2.17;0.181;Cinza (Ledor);156;
137;MT;12765;C;13;0;;3.113;1.76;0.222;Rosa;152;
137;MT;15307;E;7;0;;1.881;2.227;0.204;Azul;151;
137;MT;15402;D;11;0;;2.023;1.286;0.085;Amarelo;149;
138;MT;6086;B;3;0;;2.328;2.467;0.193;Azul;151;
138;MT;9207;B;3;0;;1.517;-0.047;0.173;Cinza;150;
138;MT;9207;B;3;0;;1.517;-0.047;0.173;Cinza (Ledor);156;
138;MT;15446;C;14;0;;1.786;1.911;0.138;Rosa;152;
138;MT;15460;E;30;0;;1.282;1.837;0.151;Amarelo;149;
139;MT;7421;D;28;0;;1.952;2.677;0.096;Azul;151;
139;MT;7890;B;8;0;;2.576;2.062;0.189;Rosa;152;
139;MT;9909;D;12;0;;1.867;1.515;0.129;Amarelo;149;
139;MT;12533;E;26;0;;1.306;0.46;0.176;Cinza;150;
139;MT;12533;E;26;0;;1.306;0.46;0.176;Cinza (Ledor);156;
140;MT;8444;E;20;0;;1.135;-1.259;0.201;Amarelo;149;
140;MT;8504;D;23;0;;1.079;1.617;0.29;Azul;151;
140;MT;11521;E;25;0;;2.353;0.55;0.186;Cinza;150;
140;MT;11521;E;25;0;;2.353;0.55;0.186;Cinza (Ledor);156;
140;MT;12730;C;1;0;;1.589;0.603;0.137;Rosa;152;
141;MT;7603;E;19;0;;2.305;1.406;0.305;Azul;151;
141;MT;10181;E;15;0;;2.384;0.633;0.16;Cinza;150;
141;MT;10181;E;15;0;;2.384;0.633;0.16;Cinza (Ledor);156;
141;MT;10823;A;7;0;;1.483;-0.252;0.197;Amarelo;149;
141;MT;14393;A;25;0;;2.366;0.465;0.114;Rosa;152;
142;MT;7031;C;6;0;;1.738;0.754;0.196;Cinza;150;
142;MT;8428;B;26;0;;1.613;0.452;0.124;Rosa;152;
142;MT;9207;B;3;0;;1.517;-0.047;0.173;Amarelo;149;
142;MT;11343;D;12;0;;1.797;1.306;0.12;Azul;151;
142;MT;15450;C;15;0;;3.156;1.706;0.2;Cinza (Ledor);156;
143;MT;7282;A;16;0;;1.8;-0.418;0.186;Rosa;152;
143;MT;7291;A;19;0;;2.544;1.267;0.269;Azul;151;
143;MT;10300;B;21;0;;2.369;0.826;0.148;Cinza;150;
143;MT;10300;B;21;0;;2.369;0.826;0.148;Cinza (Ledor);156;
143;MT;12533;E;26;0;;1.306;0.46;0.176;Amarelo;149;
144;MT;7725;D;4;0;;2.764;0.956;0.129;Cinza;150;
144;MT;7725;D;4;0;;2.764;0.956;0.129;Cinza (Ledor);156;
144;MT;8444;E;20;0;;1.135;-1.259;0.201;Rosa;152;
144;MT;10547;A;4;0;;2.346;1.071;0.107;Azul;151;
144;MT;11521;E;25;0;;2.353;0.55;0.186;Amarelo;149;
145;MT;10181;E;15;0;;2.384;0.633;0.16;Amarelo;149;
145;MT;10547;A;4;0;;2.346;1.071;0.107;Cinza;150;
145;MT;10547;A;4;0;;2.346;1.071;0.107;Cinza (Ledor);156;
145;MT;10823;A;7;0;;1.483;-0.252;0.197;Rosa;152;
145;MT;15402;D;11;0;;2.023;1.286;0.085;Azul;151;
146;MT;8930;C;5;0;;0.898;1.628;0.128;Amarelo;149;
146;MT;9207;B;3;0;;1.517;-0.047;0.173;Rosa;152;
146;MT;15402;D;11;0;;2.023;1.286;0.085;Cinza;150;
146;MT;15402;D;11;0;;2.023;1.286;0.085;Cinza (Ledor);156;
146;MT;15460;E;30;0;;1.282;1.837;0.151;Azul;151;
147;MT;9909;D;12;0;;1.867;1.515;0.129;Azul;151;
147;MT;12533;E;26;0;;1.306;0.46;0.176;Rosa;152;
147;MT;12765;C;13;0;;3.113;1.76;0.222;Amarelo;149;
147;MT;15460;E;30;0;;1.282;1.837;0.151;Cinza;150;
147;MT;15460;E;30;0;;1.282;1.837;0.151;Cinza (Ledor);156;
148;MT;7060;D;8;0;;1.994;2.548;0.118;Cinza (Ledor);156;
148;MT;8444;E;20;0;;1.135;-1.259;0.201;Azul;151;
148;MT;9214;A;9;0;;3.544;2.408;0.141;Rosa;152;
148;MT;9909;D;12;0;;1.867;1.515;0.129;Cinza;150;
148;MT;15446;C;14;0;;1.786;1.911;0.138;Amarelo;149;
149;MT;7890;B;8;0;;2.576;2.062;0.189;Amarelo;149;
149;MT;8930;C;5;0;;0.898;1.628;0.128;Cinza;150;
149;MT;8930;C;5;0;;0.898;1.628;0.128;Cinza (Ledor);156;
149;MT;10823;A;7;0;;1.483;-0.252;0.197;Azul;151;
149;MT;10896;E;6;0;;1.305;2.218;0.111;Rosa;152;
150;MT;8504;D;23;0;;1.079;1.617;0.29;Amarelo;149;
150;MT;9207;B;3;0;;1.517;-0.047;0.173;Azul;151;
150;MT;12765;C;13;0;;3.113;1.76;0.222;Cinza;150;
150;MT;12765;C;13;0;;3.113;1.76;0.222;Cinza (Ledor);156;
150;MT;15453;E;13;0;;2.132;-0.048;0.176;Rosa;152;
151;MT;7603;E;19;0;;2.305;1.406;0.305;Amarelo;149;
151;MT;11521;E;25;0;;2.353;0.55;0.186;Rosa;152;
151;MT;12533;E;26;0;;1.306;0.46;0.176;Azul;151;
151;MT;15446;C;14;0;;1.786;1.911;0.138;Cinza;150;
151;MT;15446;C;14;0;;1.786;1.911;0.138;Cinza (Ledor);156;
152;MT;7754;B;7;0;;2.127;1.342;0.179;Cinza (Ledor);156;
152;MT;7890;B;8;0;;2.576;2.062;0.189;Cinza;150;
152;MT;9214;A;9;0;;3.544;2.408;0.141;Azul;151;
152;MT;10181;E;15;0;;2.384;0.633;0.16;Rosa;152;
152;MT;11343;D;12;0;;1.797;1.306;0.12;Amarelo;149;
153;MT;7291;A;19;0;;2.544;1.267;0.269;Amarelo;149;
153;MT;8504;D;23;0;;1.079;1.617;0.29;Rosa;152;
153;MT;10896;E;6;0;;1.305;2.218;0.111;Azul;151;
153;MT;15395;D;11;0;;1.799;2.214;0.182;Cinza;150;
153;MT;15395;D;11;0;;1.799;2.214;0.182;Cinza (Ledor);156;
154;MT;7031;C;6;0;;1.738;0.754;0.196;Amarelo;149;
154;MT;7300;E;21;0;;2.647;1.275;0.243;Cinza (Ledor);156;
154;MT;7603;E;19;0;;2.305;1.406;0.305;Rosa;152;
154;MT;15307;E;7;0;;1.881;2.227;0.204;Cinza;150;
154;MT;15453;E;13;0;;2.132;-0.048;0.176;Azul;151;
155;MT;6086;B;3;0;;2.328;2.467;0.193;Cinza;150;
155;MT;6086;B;3;0;;2.328;2.467;0.193;Cinza (Ledor);156;
155;MT;10300;B;21;0;;2.369;0.826;0.148;Amarelo;149;
155;MT;11343;D;12;0;;1.797;1.306;0.12;Rosa;152;
155;MT;11521;E;25;0;;2.353;0.55;0.186;Azul;151;
156;MT;7291;A;19;0;;2.544;1.267;0.269;Rosa;152;
156;MT;7421;D;28;0;;1.952;2.677;0.096;Cinza;150;
156;MT;7421;D;28;0;;1.952;2.677;0.096;Cinza (Ledor);156;
156;MT;7725;D;4;0;;2.764;0.956;0.129;Amarelo;149;
156;MT;10181;E;15;0;;2.384;0.633;0.16;Azul;151;
157;MT;8930;C;5;0;;0.898;1.628;0.128;Azul;151;
157;MT;10441;E;27;0;;2.042;3.236;0.108;Cinza;150;
157;MT;10441;E;27;0;;2.042;3.236;0.108;Cinza (Ledor);156;
157;MT;10547;A;4;0;;2.346;1.071;0.107;Rosa;152;
157;MT;12730;C;1;0;;1.589;0.603;0.137;Amarelo;149;
158;MT;9173;C;3;0;;1.312;3.255;0.143;Cinza;150;
158;MT;9173;C;3;0;;1.312;3.255;0.143;Cinza (Ledor);156;
158;MT;12765;C;13;0;;3.113;1.76;0.222;Azul;151;
158;MT;14393;A;25;0;;2.366;0.465;0.114;Amarelo;149;
158;MT;15402;D;11;0;;2.023;1.286;0.085;Rosa;152;
159;MT;8428;B;26;0;;1.613;0.452;0.124;Amarelo;149;
159;MT;12105;D;29;0;;1.24;3.242;0.18;Cinza;150;
159;MT;12105;D;29;0;;1.24;3.242;0.18;Cinza (Ledor);156;
159;MT;15446;C;14;0;;1.786;1.911;0.138;Azul;151;
159;MT;15460;E;30;0;;1.282;1.837;0.151;Rosa;152;
160;MT;7282;A;16;0;;1.8;-0.418;0.186;Amarelo;149;
160;MT;7890;B;8;0;;2.576;2.062;0.189;Azul;151;
160;MT;9909;D;12;0;;1.867;1.515;0.129;Rosa;152;
160;MT;11010;B;27;0;;1.891;2.719;0.12;Cinza;150;
160;MT;11010;B;27;0;;1.891;2.719;0.12;Cinza (Ledor);156;
161;MT;7031;C;6;0;;1.738;0.754;0.196;Rosa;152;
161;MT;7318;C;17;0;;2.309;2.521;0.16;Cinza;150;
161;MT;7318;C;17;0;;2.309;2.521;0.16;Cinza (Ledor);156;
161;MT;12730;C;1;0;;1.589;0.603;0.137;Azul;151;
161;MT;15395;D;11;0;;1.799;2.214;0.182;Amarelo;149;
162;MT;9214;A;9;0;;3.544;2.408;0.141;Cinza;150;
162;MT;9214;A;9;0;;3.544;2.408;0.141;Cinza (Ledor);156;
162;MT;10300;B;21;0;;2.369;0.826;0.148;Rosa;152;
162;MT;14393;A;25;0;;2.366;0.465;0.114;Azul;151;
162;MT;15307;E;7;0;;1.881;2.227;0.204;Amarelo;149;
163;MT;6086;B;3;0;;2.328;2.467;0.193;Amarelo;149;
163;MT;7429;E;4;0;;1.185;2.988;0.063;Cinza (Ledor);156;
163;MT;7725;D;4;0;;2.764;0.956;0.129;Rosa;152;
163;MT;8428;B;26;0;;1.613;0.452;0.124;Azul;151;
163;MT;10896;E;6;0;;1.305;2.218;0.111;Cinza;150;
164;MT;7282;A;16;0;;1.8;-0.418;0.186;Azul;151;
164;MT;7421;D;28;0;;1.952;2.677;0.096;Amarelo;149;
164;MT;15395;D;11;0;;1.799;2.214;0.182;Rosa;152;
164;MT;15453;E;13;0;;2.132;-0.048;0.176;Cinza;150;
164;MT;15453;E;13;0;;2.132;-0.048;0.176;Cinza (Ledor);156;
165;MT;7031;C;6;0;;1.738;0.754;0.196;Azul;151;
165;MT;8371;B;21;0;;3.552;2.084;0.228;Cinza;150;
165;MT;8371;B;21;0;;3.552;2.084;0.228;Cinza (Ledor);156;
165;MT;9214;A;9;0;;3.544;2.408;0.141;Amarelo;149;
165;MT;15307;E;7;0;;1.881;2.227;0.204;Rosa;152;
166;MT;5773;E;21;0;;1.738;1.953;0.123;Cinza;150;
166;MT;5773;E;21;0;;1.738;1.953;0.123;Cinza (Ledor);156;
166;MT;6086;B;3;0;;2.328;2.467;0.193;Rosa;152;
166;MT;10300;B;21;0;;2.369;0.826;0.148;Azul;151;
166;MT;10896;E;6;0;;1.305;2.218;0.111;Amarelo;149;
167;MT;7421;D;28;0;;1.952;2.677;0.096;Rosa;152;
167;MT;7725;D;4;0;;2.764;0.956;0.129;Azul;151;
167;MT;8439;D;15;0;;2.035;1.851;0.256;Cinza;150;
167;MT;8439;D;15;0;;2.035;1.851;0.256;Cinza (Ledor);156;
167;MT;15453;E;13;0;;2.132;-0.048;0.176;Amarelo;149;
168;MT;7324;D;1;0;;3.324;1.019;0.124;Amarelo;149;
168;MT;8371;B;21;0;;3.552;2.084;0.228;Azul;151;
168;MT;9577;B;10;0;;3.508;1.659;0.175;Cinza;150;
168;MT;9577;B;10;0;;3.508;1.659;0.175;Cinza (Ledor);156;
168;MT;10441;E;27;0;;2.042;3.236;0.108;Rosa;152;
169;MT;5773;E;21;0;;1.738;1.953;0.123;Azul;151;
169;MT;8504;D;23;0;;1.079;1.617;0.29;Cinza;150;
169;MT;8504;D;23;0;;1.079;1.617;0.29;Cinza (Ledor);156;
169;MT;9173;C;3;0;;1.312;3.255;0.143;Rosa;152;
169;MT;13915;B;16;0;;1.453;0.875;0.19;Amarelo;149;
170;MT;7603;E;19;0;;2.305;1.406;0.305;Cinza;150;
170;MT;7603;E;19;0;;2.305;1.406;0.305;Cinza (Ledor);156;
170;MT;8439;D;15;0;;2.035;1.851;0.256;Azul;151;
170;MT;12105;D;29;0;;1.24;3.242;0.18;Rosa;152;
170;MT;12252;D;29;0;;1.479;0.795;0.195;Amarelo;149;
171;MT;8405;D;25;0;;2.198;0.699;0.158;Amarelo;149;
171;MT;9577;B;10;0;;3.508;1.659;0.175;Azul;151;
171;MT;11010;B;27;0;;1.891;2.719;0.12;Rosa;152;
171;MT;11343;D;12;0;;1.797;1.306;0.12;Cinza;150;
171;MT;11343;D;12;0;;1.797;1.306;0.12;Cinza (Ledor);156;
172;MT;7291;A;19;0;;2.544;1.267;0.269;Cinza;150;
172;MT;7291;A;19;0;;2.544;1.267;0.269;Cinza (Ledor);156;
172;MT;7318;C;17;0;;2.309;2.521;0.16;Rosa;152;
172;MT;7324;D;1;0;;3.324;1.019;0.124;Azul;151;
172;MT;10441;E;27;0;;2.042;3.236;0.108;Amarelo;149;
173;MT;7324;D;1;0;;3.324;1.019;0.124;Cinza;150;
173;MT;7324;D;1;0;;3.324;1.019;0.124;Cinza (Ledor);156;
173;MT;8371;B;21;0;;3.552;2.084;0.228;Rosa;152;
173;MT;9173;C;3;0;;1.312;3.255;0.143;Amarelo;149;
173;MT;13915;B;16;0;;1.453;0.875;0.19;Azul;151;
174;MT;5773;E;21;0;;1.738;1.953;0.123;Rosa;152;
174;MT;12105;D;29;0;;1.24;3.242;0.18;Amarelo;149;
174;MT;12252;D;29;0;;1.479;0.795;0.195;Azul;151;
174;MT;13915;B;16;0;;1.453;0.875;0.19;Cinza;150;
174;MT;13915;B;16;0;;1.453;0.875;0.19;Cinza (Ledor);156;
175;MT;8405;D;25;0;;2.198;0.699;0.158;Azul;151;
175;MT;8439;D;15;0;;2.035;1.851;0.256;Rosa;152;
175;MT;11010;B;27;0;;1.891;2.719;0.12;Amarelo;149;
175;MT;12252;D;29;0;;1.479;0.795;0.195;Cinza;150;
175;MT;12252;D;29;0;;1.479;0.795;0.195;Cinza (Ledor);156;
176;MT;7318;C;17;0;;2.309;2.521;0.16;Amarelo;149;
176;MT;8405;D;25;0;;2.198;0.699;0.158;Cinza;150;
176;MT;8405;D;25;0;;2.198;0.699;0.158;Cinza (Ledor);156;
176;MT;9577;B;10;0;;3.508;1.659;0.175;Rosa;152;
176;MT;10441;E;27;0;;2.042;3.236;0.108;Azul;151;
177;MT;7324;D;1;0;;3.324;1.019;0.124;Rosa;152;
177;MT;8371;B;21;0;;3.552;2.084;0.228;Amarelo;149;
177;MT;9173;C;3;0;;1.312;3.255;0.143;Azul;151;
177;MT;12730;C;1;0;;1.589;0.603;0.137;Cinza;150;
177;MT;12730;C;1;0;;1.589;0.603;0.137;Cinza (Ledor);156;
178;MT;5773;E;21;0;;1.738;1.953;0.123;Amarelo;149;
178;MT;12105;D;29;0;;1.24;3.242;0.18;Azul;151;
178;MT;13915;B;16;0;;1.453;0.875;0.19;Rosa;152;
178;MT;14393;A;25;0;;2.366;0.465;0.114;Cinza;150;
178;MT;14393;A;25;0;;2.366;0.465;0.114;Cinza (Ledor);156;
179;MT;8428;B;26;0;;1.613;0.452;0.124;Cinza;150;
179;MT;8428;B;26;0;;1.613;0.452;0.124;Cinza (Ledor);156;
179;MT;8439;D;15;0;;2.035;1.851;0.256;Amarelo;149;
179;MT;11010;B;27;0;;1.891;2.719;0.12;Azul;151;
179;MT;12252;D;29;0;;1.479;0.795;0.195;Rosa;152;
180;MT;7282;A;16;0;;1.8;-0.418;0.186;Cinza;150;
180;MT;7282;A;16;0;;1.8;-0.418;0.186;Cinza (Ledor);156;
180;MT;7318;C;17;0;;2.309;2.521;0.16;Azul;151;
180;MT;8405;D;25;0;;2.198;0.699;0.158;Rosa;152;
180;MT;9577;B;10;0;;3.508;1.659;0.175;Amarelo;149;
